P15AWCJ06, AAW048TP1041B, A0803CB1000, 1091A08T41, BB766, 5813.681, 6436.671
P15AWAP35, AAW048TP1008B, A0803CB1000, 1091A08T41, BB731, 4673.930, 5407.800
P15AWAP48, AAW048TP1008B, A0803CB1000, 1091A08T41, BB888, 1329.590, 1717.946
P15AWC907, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU19, 2620.761, 3223.951
P15AWAP44, AAW048TP1008B, A0803CB1000, 1091A08T41, BB801, 4558.360, 5667.950
P15AWC903, AAW048TP1008B, A0803CB1000, 1091A08T41, BB855, 5661.950, 6771.540
P15AWC919, AAW048TP1008B, A0803CB1000, 1091A08T41, BB767, 7333.354, 8067.224
P15AWAP38, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU27, 2526.761, 3129.951
P15AWBL39, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU12, 3164.951, 3768.141
P15AWC913, AAW048TP1008B, A0803CB1000, 1091A08T41, BBB22, 4275.700, 5009.571
P15AWC916, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU65, 1475.380, 2078.571
P15AWAP41, AAW048TP1008B, A0803CB1000, 1091A08T41, BB788, 7045.661, 7779.531
P15AWAP34, AAW048TP1008B, A0803CB1000, 1091A08T41, BB788, 2749.960, 3483.830
P15AWC909, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU17, 149.000, 752.190
P15AWCJ22, AAW048TP1041B, A0803CB1000, 1091A08T41, BBB22, 5716.561, 6339.551
P15AWCJ38, AAW048TP1041B, A0803CB1000, 1091A08T41, BBB36, 1684.860, 2307.850
P15AWCZ12, AAW048TP1041B, A0803CB1000, 1091A08T41, BB235, 1585.900, 2143.131
P15AWCZ28, AAW048TP1041B, A0803CB1000, 1091A08T41, BB219, 3819.292, 4376.522
P15AWCZ44, AAW048TP1041B, A0803CB1000, 1091A08T41, BBB22, 2945.720, 3568.710
P15AWCJ19, AAW048TP1041B, A0803CB1000, 1091A08T41, BB217, 1009.670, 1566.900
P15AWCJ35, AAW048TP1041B, A0803CB1000, 1091A08T41, BB234, 5587.512, 6144.743
P15AWCZ25, AAW048TP1041B, A0803CB1000, 1091A08T41, BB230, 3045.151, 3602.382
P15AWCZ41, AAW048TP1041B, A0803CB1000, 1091A08T41, BB788, 2042.970, 2665.960
P15AWCJ16, AAW048TP1041B, A0803CB1000, 1091A08T41, BB726, 132.000, 754.990
P15AWCJ32, AAW048TP1041B, A0803CB1000, 1091A08T41, BB786, 4474.930, 5097.920
P15AWCJ48, AAW048TP1041B, A0803CB1000, 1091A08T41, BB723, 1435.980, 1525.968
P15AWCZ22, AAW048TP1041B, A0803CB1000, 1091A08T41, BB788, 7863.531, 8486.521
P15AWCZ38, AAW048TP1041B, A0803CB1000, 1091A08T41, BB768, 5428.800, 6051.790
P15AWCJ41, AAW048TP1041B, A0803CB1000, 1091A08T41, BB211, 2581.361, 3138.591
P15AWCJ25, AAW048TP1041B, A0803CB1000, 1091A08T41, BBB03, 2369.850, 2992.840
P15AWCZ15, AAW048TP1041B, A0803CB1000, 1091A08T41, BBB36, 9095.511, 9718.501
P15AWCZ31, AAW048TP1041B, A0803CB1000, 1091A08T41, BBB22, 5093.571, 5716.561
P15AWCZ47, AAW048TP1041B, A0803CB1000, 1091A08T41, BB788, 4190.820, 4813.810
P15AWCJ28, AAW048TP1041B, A0803CB1000, 1091A08T41, BB216, 4973.282, 5530.512
P15AWCJ44, AAW048TP1041B, A0803CB1000, 1091A08T41, BB786, 5720.910, 6343.900
P15AWCZ18, AAW048TP1041B, A0803CB1000, 1091A08T41, BB713, 2683.960, 3306.950
P15AWCZ34, AAW048TP1041B, A0803CB1000, 1091A08T41, BB766, 4288.820, 4911.810
P15AWCJ18, AAW048TP1041B, A0803CB1000, 1091A08T41, BB758, 2611.960, 3234.950
P15AWCJ34, AAW048TP1041B, A0803CB1000, 1091A08T41, BB230, 2487.921, 3045.151
P15AWCZ24, AAW048TP1041B, A0803CB1000, 1091A08T41, BB788, 3567.830, 4190.820
P15AWCZ40, AAW048TP1041B, A0803CB1000, 1091A08T41, BB768, 2034.970, 2657.960
P15AWCJ31, AAW048TP1041B, A0803CB1000, 1091A08T41, BBB36, 6947.661, 7570.651
P15AWCJ47, AAW048TP1041B, A0803CB1000, 1091A08T41, BB231, 2906.151, 3463.382
P15MSE504, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD41, 978.152, 1845.702
P15MSE507, AMS078EN1001A, A0803CB1169, 1091A06T21, BB477, 240.000, 1154.950
P15MSE509, AMS078EN1001A, A0803CB1169, 1091A06T21, BB536, 240.000, 732.294
P15MSE506, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD04, 240.000, 1107.550
P15MSE503, AMS078EN1001A, A0803CB1169, 1091A06T21, BB533, 244.000, 1158.950
P15MSE508, AMS078EN1001A, A0803CB1169, 1091A06T21, BB502, 240.000, 1154.950
P15MSE505, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD24, 1102.730, 1970.280
P15MSF407, AMS078EN1001A, A0803CB1169, 1091A06T21, BB553, 240.000, 1154.950
P15MSF404, AMS078EN1001A, A0803CB1169, 1091A06T21, BB469, 1154.950, 2069.900
P15MSF401, AMS078EN1001A, A0803CB1169, 1091A06T21, BB498, 240.000, 1154.950
P15MSF408, AMS078EN1001A, A0803CB1169, 1091A06T21, BBF65, 1111.550, 1958.100
P15MSF405, AMS078EN1001A, A0803CB1169, 1091A06T21, BB524, 240.000, 1154.950
P15MSF402, AMS078EN1001A, A0803CB1169, 1091A06T21, BBC22, 240.000, 1107.550
P15MSF409, AMS078EN1001A, A0803CB1169, 1091A06T21, BBA16, 240.000, 752.014
P15MSF403, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD38, 240.000, 1107.550
P15MSF406, AMS078EN1001A, A0803CB1169, 1091A06T21, BB602, 1179.950, 2094.900
P15MSE609, AMS078EN1001A, A0803CB1169, 1091A06T21, BB463, 240.000, 781.599
P15MSE608, AMS078EN1001A, A0803CB1169, 1091A06T21, BB592, 2074.092, 2989.042
P15MSE908, AMS078EN1001A, A0803CB1169, 1091A06T21, BB441, 240.000, 1154.950
P15MSE909, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD51, 240.000, 396.641
P15MSE807, AMS078EN1001A, A0803CB1169, 1091A06T21, BB606, 240.000, 1154.950
P15MSE806, AMS078EN1001A, A0803CB1169, 1091A06T21, BBC53, 240.000, 1107.550
P15MSE809, AMS078EN1001A, A0803CB1169, 1091A06T21, BBF60, 1076.203, 1304.066
P15MSE805, AMS078EN1001A, A0803CB1169, 1091A06T21, BB485, 258.000, 1172.950
P15MSE808, AMS078EN1001A, A0803CB1169, 1091A06T21, BBS05, 2087.720, 3014.670
P15MSEA08, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD24, 1970.280, 2837.830
P15MSEA09, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD42, 248.000, 728.285
P15MSEL07, AMS078EN1001A, A0803CB1169, 1091A06T21, BB537, 257.000, 1171.950
P15MSEL06, AMS078EN1001A, A0803CB1169, 1091A06T21, BB588, 240.000, 1154.950
P15MSEL09, AMS078EN1001A, A0803CB1169, 1091A06T21, BB596, 240.000, 799.136
P15MSEL08, AMS078EN1001A, A0803CB1169, 1091A06T21, BB832, 273.000, 1177.150
P15MSEQ07, AMS078EN1001A, A0803CB1169, 1091A06T21, BB466, 811.335, 1726.285
P15MSEQ09, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD57, 968.030, 1434.579
P15MSEQ06, AMS078EN1001A, A0803CB1169, 1091A06T21, BB617, 240.000, 1154.950
P15MSEQ08, AMS078EN1001A, A0803CB1169, 1091A06T21, BB503, 248.000, 1162.950
P15MSEQ05, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD42, 1595.835, 2463.385
P15MSF607, AMS078EN1001A, A0803CB1169, 1091A06T21, BB563, 1023.867, 1938.817
P15MSF609, AMS078EN1001A, A0803CB1169, 1091A06T21, BBA18, 251.000, 749.304
P15MSF606, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD16, 977.911, 1845.461
P15MSF608, AMS078EN1001A, A0803CB1169, 1091A06T21, BBA05, 663.976, 1613.126
P15MSF509, AMS078EN1001A, A0803CB1169, 1091A06T21, BBA27, 1069.150, 1627.830
P15MSF506, AMS078EN1001A, A0803CB1169, 1091A06T21, BB590, 240.000, 1154.950
P15MSF508, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD35, 1504.947, 2372.497
P15MSF507, AMS078EN1001A, A0803CB1169, 1091A06T21, BB467, 240.000, 1154.950
P15MSEK08, AMS078EN1001A, A0803CB1169, 1091A06T21, BBL03, 249.000, 1116.550
P15MSEK05, AMS078EN1001A, A0803CB1169, 1091A06T21, BBC22, 1107.550, 1975.100
P15MSEK09, AMS078EN1001A, A0803CB1169, 1091A06T21, BB507, 240.000, 710.945
P15MSEK04, AMS078EN1001A, A0803CB1169, 1091A06T21, BB512, 1149.867, 2064.817
P15MSEK07, AMS078EN1001A, A0803CB1169, 1091A06T21, BBF66, 240.000, 1086.550
P15MSEK06, AMS078EN1001A, A0803CB1169, 1091A06T21, BB553, 1154.950, 2069.900
P15MSF707, AMS078EN1001A, A0803CB1169, 1091A06T21, BBK36, 535.246, 1402.796
P15MSF705, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD42, 728.285, 1595.835
P15MSF708, AMS078EN1001A, A0803CB1169, 1091A06T21, BB592, 263.000, 1177.950
P15MSF709, AMS078EN1001A, A0803CB1169, 1091A06T21, BB624, 240.000, 434.681
P15MSF706, AMS078EN1001A, A0803CB1169, 1091A06T21, BBS07, 240.000, 1166.950
P15MSE501, AMS078EN1001A, A0803CB1169, 1091A06T21, BBF60, 1304.066, 2145.913
P15MSE607, AMS078EN1001A, A0803CB1169, 1091A06T21, BB536, 732.294, 1642.161
P15MSE902, AMS078EN1001A, A0803CB1169, 1091A06T21, BBA16, 752.014, 1680.335
P15MSEC06, AMS078EN1001A, A0803CB1169, 1091A06T21, BB573, 120.000, 1006.739
P15MSEL05, AMS078EN1001A, A0803CB1169, 1091A06T21, BB512, 240.000, 1149.867
P15MSF703, AMS078EN1001A, A0803CB1169, 1091A06T21, BB573, 1006.739, 1921.689
P15MSE407, AMS078EN1001A, A0803CB1169, 1091A06T21, BBF62, 240.000, 1077.144
P15MSE604, AMS078EN1001A, A0803CB1169, 1091A06T21, BBS06, 263.000, 1184.800
P15MSEA05, AMS078EN1001A, A0803CB1169, 1091A06T21, BB483, 240.000, 1154.950
P15MSEC03, AMS078EN1001A, A0803CB1169, 1091A06T21, BBC13, 201.000, 1068.550
P15MSEH07, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD35, 120.000, 981.043
P15MSEL02, AMS078EN1001A, A0803CB1169, 1091A06T21, BB568, 1034.950, 1939.734
P15MSEM09, AMS078EN1001A, A0803CB1169, 1091A06T21, BBK36, 221.000, 535.246
P15MSF504, AMS078EN1001A, A0803CB1169, 1091A06T21, BBC36, 114.000, 981.550
P15MSBN09, AMS078EN1001A, A0803CB1169, 1091A06T21, BB466, 240.000, 811.335
P15MSE404, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD41, 120.000, 978.152
P15MSE601, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD81, 1970.280, 2812.045
P15MSEA02, AMS078EN1001A, A0803CB1169, 1091A06T21, BBS04, 189.000, 1105.650
P15MSEB09, AMS078EN1001A, A0803CB1169, 1091A06T21, BBA05, 172.000, 663.976
P15MSEF06, AMS078EN1001A, A0803CB1169, 1091A06T21, BB709, 1160.950, 2040.983
P15MSEM06, AMS078EN1001A, A0803CB1169, 1091A06T21, BB584, 141.000, 1050.867
P15MSEQ02, AMS078EN1001A, A0803CB1169, 1091A06T21, BB568, 120.000, 1034.950
P15MSF501, AMS078EN1001A, A0803CB1169, 1091A06T21, BB571, 240.000, 1149.867
P15MSE905, AMS078EN1001A, A0803CB1169, 1091A06T21, BB602, 265.000, 1179.950
P15MSEK02, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD24, 240.000, 1102.730
P15MSBN05, AMS078EN1001A, A0803CB1169, 1091A06T21, BBA27, 120.000, 1069.150
P15MSE802, AMS078EN1001A, A0803CB1169, 1091A06T21, BB543, 1133.950, 2038.734
P15MSEG09, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD35, 981.043, 1504.947
P15MSF603, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD01, 240.000, 1102.730
P15MSE406, AMS078EN1001A, A0803CB1169, 1091A06T21, BB514, 2069.900, 2974.684
P15MSE603, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD57, 2297.310, 3145.822
P15MSEA04, AMS078EN1001A, A0803CB1169, 1091A06T21, BBS05, 1166.950, 2087.720
P15MSEL01, AMS078EN1001A, A0803CB1169, 1091A06T21, BB483, 2064.817, 2969.600
P15MSEM08, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD06, 185.000, 1047.730
P15MSEQ04, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD60, 240.000, 1107.550
P15MSF503, AMS078EN1001A, A0803CB1169, 1091A06T21, BB533, 1158.950, 2073.900
P15MSEQ01, AMS078EN1001A, A0803CB1169, 1091A06T21, BB524, 1154.950, 2069.900
P15MSEA01, AMS078EN1001A, A0803CB1169, 1091A06T21, BB533, 2073.900, 2978.684
P15MSE403, AMS078EN1001A, A0803CB1169, 1091A06T21, BBJ01, 212.000, 1161.150
P15MSE801, AMS078EN1001A, A0803CB1169, 1091A06T21, BB832, 1177.150, 2071.254
P15MSE907, AMS078EN1001A, A0803CB1169, 1091A06T21, BB469, 240.000, 1154.950
P15MSF602, AMS078EN1001A, A0803CB1169, 1091A06T21, BBF72, 261.000, 1102.847
P15MSE606, AMS078EN1001A, A0803CB1169, 1091A06T21, BBK43, 240.000, 1102.730
P15MSE901, AMS078EN1001A, A0803CB1169, 1091A06T21, BBF71, 114.000, 941.738
P15MSEA07, AMS078EN1001A, A0803CB1169, 1091A06T21, BB538, 240.000, 1154.950
P15MSEC05, AMS078EN1001A, A0803CB1169, 1091A06T21, BBS09, 120.000, 1046.950
P15MSEH09, AMS078EN1001A, A0803CB1169, 1091A06T21, BB584, 1050.867, 1356.104
P15MSEL04, AMS078EN1001A, A0803CB1169, 1091A06T21, BBL17, 240.000, 1102.730
P15MSF702, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD12, 263.000, 1130.550
P15MSE904, AMS078EN1001A, A0803CB1169, 1091A06T21, BB592, 1177.950, 2074.092
P15MSEC08, AMS078EN1001A, A0803CB1169, 1091A06T21, BBL17, 1956.544, 2200.904
P15MSEK01, AMS078EN1001A, A0803CB1169, 1091A06T21, BB466, 1726.285, 2636.152
P15MSE405, AMS078EN1001A, A0803CB1169, 1091A06T21, BB485, 1172.950, 2077.734
P15MSE602, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD57, 120.000, 968.030
P15MSEA03, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD16, 120.000, 977.911
P15MSEF07, AMS078EN1001A, A0803CB1169, 1091A06T21, BB519, 1141.480, 2051.347
P15MSEM07, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD02, 262.000, 1124.730
P15MSEQ03, AMS078EN1001A, A0803CB1169, 1091A06T21, BB709, 276.000, 1160.950
P15MSF502, AMS078EN1001A, A0803CB1169, 1091A06T21, BB596, 799.136, 1712.561
P15MSF605, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD81, 240.000, 1102.730
P15MSE804, AMS078EN1001A, A0803CB1169, 1091A06T21, BBK36, 1402.796, 2255.887
P15MSE402, AMS078EN1001A, A0803CB1169, 1091A06T21, BBC13, 1068.550, 1936.100
P15MSBN07, AMS078EN1001A, A0803CB1169, 1091A06T21, BB507, 710.945, 1625.895
P15MSE408, AMS078EN1001A, A0803CB1169, 1091A06T21, BB576, 266.000, 1216.531
P15MSE605, AMS078EN1001A, A0803CB1169, 1091A06T21, BB483, 1154.950, 2064.817
P15MSEA06, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD81, 1102.730, 1970.280
P15MSEC04, AMS078EN1001A, A0803CB1169, 1091A06T21, BB514, 1154.950, 2069.900
P15MSEH08, AMS078EN1001A, A0803CB1169, 1091A06T21, BB832, 2071.254, 2975.404
P15MSEL03, AMS078EN1001A, A0803CB1169, 1091A06T21, BB588, 1154.950, 2059.988
P15MSF505, AMS078EN1001A, A0803CB1169, 1091A06T21, BBS05, 240.000, 1166.950
P15MSF701, AMS078EN1001A, A0803CB1169, 1091A06T21, BBF65, 265.000, 1111.550
P15MSE502, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD36, 240.000, 1102.730
P15MSE903, AMS078EN1001A, A0803CB1169, 1091A06T21, BBL17, 1102.730, 1956.544
P15MSEC07, AMS078EN1001A, A0803CB1169, 1091A06T21, BB602, 2094.900, 2989.263
P15MSEE06, AMS078EN1001A, A0803CB1169, 1091A06T21, BB543, 219.000, 1133.950
P15MSF704, AMS078EN1001A, A0803CB1169, 1091A06T21, BB519, 240.000, 1141.480
P15MSE803, AMS078EN1001A, A0803CB1169, 1091A06T21, BBF60, 240.000, 1076.203
P15MSF604, AMS078EN1001A, A0803CB1169, 1091A06T21, BB593, 240.000, 1149.867
P15MSE906, AMS078EN1001A, A0803CB1169, 1091A06T21, BB514, 240.000, 1154.950
P15MSEE09, AMS078EN1001A, A0803CB1169, 1091A06T21, BB609, 196.000, 786.905
P15MSEK03, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD57, 1434.579, 2297.310
P15MSF601, AMS078EN1001A, A0803CB1169, 1091A06T21, BB563, 114.000, 1023.867
P15AWCF05, AAW016D53004A, A0803CB0934, 1091A08T41, BBU37, 965.131, 1631.916
P15AWCK21, AAW016D53004A, A0803CB0934, 1091A08T41, BBD23, 4932.884, 5828.628
P15AWD902, AAW016D53004A, A0803CB0934, 1091A08T41, BBU25, 4418.977, 5089.108
P15AWCK24, AAW016D53004A, A0803CB0934, 1091A08T41, BBU47, 977.591, 1645.491
P15AWBN09, AAW016D53004A, A0803CB0934, 1091A08T41, BBB23, 1903.442, 2704.291
P15AWBN25, AAW016D53004A, A0803CB0934, 1091A08T41, BBB23, 5901.844, 6701.395
P15AWCB13, AAW016D53004A, A0803CB0934, 1091A08T41, BBU47, 1645.491, 2328.445
P15AWCF01, AAW016D53004A, A0803CB0934, 1091A08T41, BB771, 287.000, 1075.509
P15AWCK06, AAW016D53004A, A0803CB0934, 1091A08T41, BBU25, 280.000, 974.661
P15AWCK22, AAW016D53004A, A0803CB0934, 1091A08T41, BB763, 1107.046, 1890.358
P15AWBN06, AAW016D53004A, A0803CB0934, 1091A08T41, BB780, 2680.661, 3499.048
P15AWBN22, AAW016D53004A, A0803CB0934, 1091A08T41, BBU28, 5097.993, 5787.079
P15AWCB10, AAW016D53004A, A0803CB0934, 1091A08T41, BBU37, 6626.118, 7321.895
P15AWCB26, AAW016D53004A, A0803CB0934, 1091A08T41, BBU47, 3020.319, 3688.777
P15AWCK03, AAW016D53004A, A0803CB0934, 1091A08T41, BB751, 5875.060, 6693.446
P15AWCK19, AAW016D53004A, A0803CB0934, 1091A08T41, BBU28, 2344.993, 3024.044
P15AWBN03, AAW016D53004A, A0803CB0934, 1091A08T41, BBU47, 5750.460, 6452.927
P15AWBN19, AAW016D53004A, A0803CB0934, 1091A08T41, BB763, 3499.202, 4292.258
P15AWCB07, AAW016D53004A, A0803CB0934, 1091A08T41, BB763, 2681.465, 3499.202
P15AWCB23, AAW016D53004A, A0803CB0934, 1091A08T41, BBU47, 3688.777, 4384.553
P15AWCK16, AAW016D53004A, A0803CB0934, 1091A08T41, BB751, 1863.667, 2663.867
P15AWCK09, AAW016D53004A, A0803CB0934, 1091A08T41, BBU28, 4403.889, 5097.993
P15AWCF04, AAW016D53004A, A0803CB0934, 1091A08T41, BBU30, 1661.217, 2340.825
P15AWCB16, AAW016D53004A, A0803CB0934, 1091A08T41, BBU47, 2328.445, 3020.319
P15AWBN12, AAW016D53004A, A0803CB0934, 1091A08T41, BBB23, 4317.682, 5121.129
P15AWBN15, AAW016D53004A, A0803CB0934, 1091A08T41, BB751, 4248.679, 5066.416
P15AWCB03, AAW016D53004A, A0803CB0934, 1091A08T41, BBD23, 2165.391, 3084.608
P15AWCB19, AAW016D53004A, A0803CB0934, 1091A08T41, BBU25, 5754.778, 6437.732
P15AWCK12, AAW016D53004A, A0803CB0934, 1091A08T41, BBB23, 3499.295, 4317.682
P15AWCB09, AAW016D53004A, A0803CB0934, 1091A08T41, BBD23, 1231.788, 2165.391
P15AWCB25, AAW016D53004A, A0803CB0934, 1091A08T41, BB751, 1075.808, 1863.667
P15AWCK02, AAW016D53004A, A0803CB0934, 1091A08T41, BBU47, 5068.622, 5750.460
P15AWCK18, AAW016D53004A, A0803CB0934, 1091A08T41, BBD23, 5828.628, 6762.231
P15AWBN21, AAW016D53004A, A0803CB0934, 1091A08T41, BBU28, 6475.607, 7166.924
P15AWBN18, AAW016D53004A, A0803CB0934, 1091A08T41, BB780, 295.000, 1099.097
P15AWCB06, AAW016D53004A, A0803CB0934, 1091A08T41, BBU28, 3024.044, 3719.820
P15AWCB22, AAW016D53004A, A0803CB0934, 1091A08T41, BBU37, 4622.974, 5301.467
P15AWCK15, AAW016D53004A, A0803CB0934, 1091A08T41, BBU37, 3935.560, 4622.974
P15AWBN14, AAW016D53004A, A0803CB0934, 1091A08T41, BBU28, 7166.924, 7853.780
P15AWCB02, AAW016D53004A, A0803CB0934, 1091A08T41, BBU25, 2359.524, 3036.345
P15AWCB18, AAW016D53004A, A0803CB0934, 1091A08T41, BBU25, 5089.108, 5754.778
P15AWCK11, AAW016D53004A, A0803CB0934, 1091A08T41, BBU47, 7146.473, 7826.639
P15AWBN24, AAW016D53004A, A0803CB0934, 1091A08T41, BBB23, 292.000, 1094.798
P15AWCB12, AAW016D53004A, A0803CB0934, 1091A08T41, BB763, 5104.798, 5905.648
P15AWCK05, AAW016D53004A, A0803CB0934, 1091A08T41, BBU30, 2340.825, 3013.186
P15AWCK08, AAW016D53004A, A0803CB0934, 1091A08T41, BBU47, 6452.927, 7146.473
P15AWCF03, AAW016D53004A, A0803CB0934, 1091A08T41, BBU30, 7783.268, 8447.823
P15AWCB15, AAW016D53004A, A0803CB0934, 1091A08T41, BB763, 8246.493, 9042.796
P15AWBN27, AAW016D53004A, A0803CB0934, 1091A08T41, BBU37, 3000.611, 3935.560
P15AWBN20, AAW016D53004A, A0803CB0934, 1091A08T41, BB771, 1075.509, 1885.452
P15AWCB08, AAW016D53004A, A0803CB0934, 1091A08T41, BB771, 1885.452, 2677.208
P15AWCB24, AAW016D53004A, A0803CB0934, 1091A08T41, BB780, 7451.984, 8251.535
P15AWCK01, AAW016D53004A, A0803CB0934, 1091A08T41, BB771, 4259.422, 5042.734
P15AWCK17, AAW016D53004A, A0803CB0934, 1091A08T41, BBU28, 3719.820, 4403.889
P14AWDX14, AAW016D53004A, A0803CB0934, 1091A08T41, BBU37, 7321.895, 7995.370
P15AWBN17, AAW016D53004A, A0803CB0934, 1091A08T41, BBU30, 7091.952, 7783.268
P15AWCB05, AAW016D53004A, A0803CB0934, 1091A08T41, BBB23, 1094.798, 1903.442
P15AWCB21, AAW016D53004A, A0803CB0934, 1091A08T41, BBU37, 5301.467, 5948.740
P15AWCK14, AAW016D53004A, A0803CB0934, 1091A08T41, BBU47, 303.000, 977.591
P15AWBN23, AAW016D53004A, A0803CB0934, 1091A08T41, BB780, 3499.048, 4299.248
P15AWCB11, AAW016D53004A, A0803CB0934, 1091A08T41, BBU37, 2323.233, 3000.611
P15AWCB27, AAW016D53004A, A0803CB0934, 1091A08T41, BBD23, 6762.231, 8456.042
P15AWCK04, AAW016D53004A, A0803CB0934, 1091A08T41, BBU37, 1631.916, 2323.233
P15AWCK20, AAW016D53004A, A0803CB0934, 1091A08T41, BB771, 6586.627, 7398.518
P15AWCK23, AAW016D53004A, A0803CB0934, 1091A08T41, BBU28, 5787.079, 6475.607
P15AWCK07, AAW016D53004A, A0803CB0934, 1091A08T41, BBU28, 8531.158, 9224.704
P15AWCF02, AAW016D53004A, A0803CB0934, 1091A08T41, BB780, 5081.911, 5875.616
P15AWCB14, AAW016D53004A, A0803CB0934, 1091A08T41, BB780, 1877.214, 2680.661
P15AWBN26, AAW016D53004A, A0803CB0934, 1091A08T41, BBU30, 6400.078, 7091.952
P15AWBN16, AAW016D53004A, A0803CB0934, 1091A08T41, BBU47, 7826.639, 8519.070
P15AWCB04, AAW016D53004A, A0803CB0934, 1091A08T41, BBU30, 5054.241, 5723.257
P15AWCB20, AAW016D53004A, A0803CB0934, 1091A08T41, BBU47, 4384.553, 5068.622
P15AWCK13, AAW016D53004A, A0803CB0934, 1091A08T41, BBU30, 3013.186, 3706.175
P15AWBN13, AAW016D53004A, A0803CB0934, 1091A08T41, BBU25, 3036.345, 3738.811
P15AWCB01, AAW016D53004A, A0803CB0934, 1091A08T41, BB771, 5042.734, 5796.170
P15AWCB17, AAW016D53004A, A0803CB0934, 1091A08T41, BBU37, 5948.740, 6626.118
P15AWCK10, AAW016D53004A, A0803CB0934, 1091A08T41, BBD23, 3084.608, 4008.367
P15AWCF17, AAW016D53004A, A0803CB0934, 1091A08T41, BBU28, 999.714, 1677.093
P15AWCV07, AAW016D53004A, A0803CB0934, 1091A08T41, BB751, 286.000, 1075.808
P15AWCY07, AAW016D53004A, A0803CB0934, 1091A08T41, BB771, 5796.170, 6586.627
P15AWCY23, AAW016D53004A, A0803CB0934, 1091A08T41, BB780, 4299.248, 5081.911
P15AWD912, AAW016D53004A, A0803CB0934, 1091A08T41, BB763, 7458.634, 8246.493
P15AWDH11, AAW016D53004A, A0803CB0934, 1091A08T41, BB751, 5066.416, 5875.060
P15AWDH27, AAW016D53004A, A0803CB0934, 1091A08T41, BBU25, 6437.732, 7331.983
P15AWDK16, AAW016D53004A, A0803CB0934, 1091A08T41, BBU30, 302.000, 978.821
P15AWCF14, AAW016D53004A, A0803CB0934, 1091A08T41, BB763, 5905.648, 6666.877
P15AWCV04, AAW016D53004A, A0803CB0934, 1091A08T41, BBU30, 5723.257, 6400.078
P15AWCY04, AAW016D53004A, A0803CB0934, 1091A08T41, BB751, 3460.170, 4248.679
P15AWCY20, AAW016D53004A, A0803CB0934, 1091A08T41, BB751, 2663.867, 3460.170
P15AWD909, AAW016D53004A, A0803CB0934, 1091A08T41, BB763, 301.000, 1107.046
P15AWD925, AAW016D53004A, A0803CB0934, 1091A08T41, BBU30, 4394.146, 5054.241
P15AWDH08, AAW016D53004A, A0803CB0934, 1091A08T41, BBU30, 3706.175, 4394.146
P15AWDH24, AAW016D53004A, A0803CB0934, 1091A08T41, BB763, 4292.258, 5104.798
P15AWDK13, AAW016D53004A, A0803CB0934, 1091A08T41, BBB23, 5121.129, 5901.844
P15AWCF11, AAW016D53004A, A0803CB0934, 1091A08T41, BBU25, 3738.811, 4418.977
P15AWCF27, AAW016D53004A, A0803CB0934, 1091A08T41, BBU30, 8447.823, 9946.419
P15AWCV01, AAW016D53004A, A0803CB0934, 1091A08T41, BB763, 6666.877, 7458.634
P15AWCY01, AAW016D53004A, A0803CB0934, 1091A08T41, BBU25, 974.661, 1650.367
P15AWCY17, AAW016D53004A, A0803CB0934, 1091A08T41, BBU37, 295.000, 965.131
P15AWD906, AAW016D53004A, A0803CB0934, 1091A08T41, BB771, 2677.208, 3463.768
P15AWD922, AAW016D53004A, A0803CB0934, 1091A08T41, BB763, 1890.358, 2681.465
P15AWDH05, AAW016D53004A, A0803CB0934, 1091A08T41, BBU28, 7853.780, 8531.158
