P15AWCJ06, AAW048TP1041B, A0803CB1000, 1091A08T41, BB710, 1365.980, 1988.970
P15AWCG10, AAW048TP1041B, A0803CB1000, 1091A08T41, BB713, 1743.740, 2366.730
P15AWCG26, AAW048TP1041B, A0803CB1000, 1091A08T41, BB768, 4526.930, 5149.920
P15AWCG42, AAW048TP1041B, A0803CB1000, 1091A08T41, BBB03, 222.000, 844.990
P14AWDV39, AAW048TP1041B, A0803CB1000, 1091A08T41, BB211, 2348.921, 2906.151
P14AWDZ28, AAW048TP1041B, A0803CB1000, 1091A08T41, BB217, 3563.382, 4120.612
P14AWDZ44, AAW048TP1041B, A0803CB1000, 1091A08T41, BB726, 2000.970, 2623.960
P15AWAP39, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU23, 1986.571, 2589.761
P15AWBL40, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU43, 3733.141, 4336.331
P15AWC914, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU01, 114.000, 717.190
P15AWAP36, AAW048TP1008B, A0803CB1000, 1091A08T41, BB842, 120.000, 1229.590
P15AWC911, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU16, 1989.571, 2592.761
P15AWAP33, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU09, 1326.380, 1929.571
P15AWC908, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU26, 234.995, 838.185
P15AWC917, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU13, 3266.951, 3870.141
P15AWC901, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU42, 2080.232, 2683.423
P15AWAP42, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU67, 205.000, 808.190
P15AWAP45, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU67, 3824.141, 4427.331
P15AWC904, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU52, 1320.380, 1923.571
P15AWC920, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU52, 3733.141, 4336.331
P15AWC910, AAW048TP1008B, A0803CB1000, 1091A08T41, BB910, 3568.770, 4678.360
P15AWAP35, AAW048TP1008B, A0803CB1000, 1091A08T41, BB808, 1366.748, 2476.338
P15AWAP48, AAW048TP1008B, A0803CB1000, 1091A08T41, BB904, 120.000, 508.356
P15AWC907, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU19, 2620.761, 3223.951
P15AWAP44, AAW048TP1008B, A0803CB1000, 1091A08T41, BB891, 3507.770, 4617.360
P15AWC903, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU22, 769.190, 1372.380
P15AWC919, AAW048TP1008B, A0803CB1000, 1091A08T41, BBB36, 3748.710, 4482.581
P15AWAP38, AAW048TP1008B, A0803CB1000, 1091A08T41, BB768, 5233.920, 5967.790
P15AWBL39, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU42, 3286.613, 3889.803
P15AWC913, AAW048TP1008B, A0803CB1000, 1091A08T41, BB869, 1230.590, 2340.180
P15AWC916, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU21, 1923.571, 2526.761
P15AWAP41, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU16, 180.000, 783.190
P15AWAP34, AAW048TP1008B, A0803CB1000, 1091A08T41, BB868, 3516.770, 4626.360
P15AWC909, AAW048TP1008B, A0803CB1000, 1091A08T41, BBU13, 2060.571, 2663.761
P15AWCJ22, AAW048TP1041B, A0803CB1000, 1091A08T41, BB726, 754.990, 1377.980
P15AWCJ38, AAW048TP1041B, A0803CB1000, 1091A08T41, BBB29, 261.000, 883.990
P15AWCZ12, AAW048TP1041B, A0803CB1000, 1091A08T41, BB745, 4532.930, 5155.920
P15AWCZ28, AAW048TP1041B, A0803CB1000, 1091A08T41, BB757, 3333.950, 3956.940
P15AWCZ44, AAW048TP1041B, A0803CB1000, 1091A08T41, BB725, 3248.950, 3871.940
P15AWCJ19, AAW048TP1041B, A0803CB1000, 1091A08T41, BBB36, 1795.740, 2418.730
P15AWCJ35, AAW048TP1041B, A0803CB1000, 1091A08T41, BB214, 1906.911, 2464.141
P15AWCZ25, AAW048TP1041B, A0803CB1000, 1091A08T41, BB726, 4993.571, 5616.561
P15AWCZ41, AAW048TP1041B, A0803CB1000, 1091A08T41, BB788, 3911.940, 4534.930
P15AWCJ16, AAW048TP1041B, A0803CB1000, 1091A08T41, BB758, 742.990, 1365.980
P15AWCJ32, AAW048TP1041B, A0803CB1000, 1091A08T41, BB767, 5533.800, 6156.790
P15AWCJ48, AAW048TP1041B, A0803CB1000, 1091A08T41, BB235, 712.230, 792.719
P15AWCZ22, AAW048TP1041B, A0803CB1000, 1091A08T41, BB234, 6144.743, 6701.973
P15AWCZ38, AAW048TP1041B, A0803CB1000, 1091A08T41, BB217, 1891.691, 2448.921
P15AWCJ41, AAW048TP1041B, A0803CB1000, 1091A08T41, BBB15, 120.000, 742.990
P15AWCJ25, AAW048TP1041B, A0803CB1000, 1091A08T41, BB214, 4135.832, 4693.062
P15AWCZ15, AAW048TP1041B, A0803CB1000, 1091A08T41, BB217, 1334.461, 1891.691
P15AWCZ31, AAW048TP1041B, A0803CB1000, 1091A08T41, BB231, 5174.543, 5731.773
P15AWCZ47, AAW048TP1041B, A0803CB1000, 1091A08T41, BB768, 166.000, 788.990
P15AWCJ28, AAW048TP1041B, A0803CB1000, 1091A08T41, BB235, 155.000, 712.230
P15AWCJ44, AAW048TP1041B, A0803CB1000, 1091A08T41, BBB22, 5131.920, 5754.910
P15AWCZ18, AAW048TP1041B, A0803CB1000, 1091A08T41, BB710, 742.990, 1365.980
P15AWCZ34, AAW048TP1041B, A0803CB1000, 1091A08T41, BB231, 159.470, 716.701
P15AWCJ18, AAW048TP1041B, A0803CB1000, 1091A08T41, BB214, 4693.062, 5250.292
P15AWCJ34, AAW048TP1041B, A0803CB1000, 1091A08T41, BB757, 4579.930, 5202.920
P15AWCZ24, AAW048TP1041B, A0803CB1000, 1091A08T41, BB787, 1359.980, 1982.970
P15AWCZ40, AAW048TP1041B, A0803CB1000, 1091A08T41, BB211, 4894.282, 5451.512
P15AWCJ31, AAW048TP1041B, A0803CB1000, 1091A08T41, BB766, 894.990, 1517.980
P15AWCJ47, AAW048TP1041B, A0803CB1000, 1091A08T41, BB234, 256.000, 813.230
P15MSE504, AMS078EN1001A, A0803CB1169, 1091A06T21, BB483, 240.000, 1154.950
P15MSE507, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD42, 432.595, 1300.145
P15MSE509, AMS078EN1001A, A0803CB1169, 1091A06T21, BBA10, 1206.150, 1716.846
P15MSE506, AMS078EN1001A, A0803CB1169, 1091A06T21, BB543, 240.000, 1154.950
P15MSE503, AMS078EN1001A, A0803CB1169, 1091A06T21, BB571, 240.000, 1154.950
P15MSE508, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD57, 240.000, 1107.550
P15MSE505, AMS078EN1001A, A0803CB1169, 1091A06T21, BBL21, 255.000, 1122.550
P15MSF407, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD01, 240.000, 1107.550
P15MSF404, AMS078EN1001A, A0803CB1169, 1091A06T21, BB466, 240.000, 1154.950
P15MSF401, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD60, 1058.730, 1926.280
P15MSF408, AMS078EN1001A, A0803CB1169, 1091A06T21, BB441, 733.565, 1648.515
P15MSF405, AMS078EN1001A, A0803CB1169, 1091A06T21, BB511, 240.000, 1154.950
P15MSF402, AMS078EN1001A, A0803CB1169, 1091A06T21, BBS06, 263.000, 1189.950
P15MSF409, AMS078EN1001A, A0803CB1169, 1091A06T21, BB441, 240.000, 733.565
P15MSF403, AMS078EN1001A, A0803CB1169, 1091A06T21, BB584, 240.000, 1154.950
P15MSF406, AMS078EN1001A, A0803CB1169, 1091A06T21, BB624, 1029.867, 1944.817
P15MSE609, AMS078EN1001A, A0803CB1169, 1091A06T21, BBS09, 240.000, 788.703
P15MSE608, AMS078EN1001A, A0803CB1169, 1091A06T21, BB498, 240.000, 1154.950
P15MSE908, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD51, 240.000, 1107.550
P15MSE909, AMS078EN1001A, A0803CB1169, 1091A06T21, BB573, 240.000, 405.199
P15MSE807, AMS078EN1001A, A0803CB1169, 1091A06T21, BB592, 263.000, 1177.950
P15MSE806, AMS078EN1001A, A0803CB1169, 1091A06T21, BBF66, 240.000, 1086.550
P15MSE809, AMS078EN1001A, A0803CB1169, 1091A06T21, BBF66, 1086.550, 1314.413
P15MSE805, AMS078EN1001A, A0803CB1169, 1091A06T21, BBS04, 240.000, 1166.950
P15MSE808, AMS078EN1001A, A0803CB1169, 1091A06T21, BB501, 240.000, 1154.950
P15MSEA08, AMS078EN1001A, A0803CB1169, 1091A06T21, BB614, 240.000, 1154.950
P15MSEA09, AMS078EN1001A, A0803CB1169, 1091A06T21, BB596, 240.000, 746.526
P15MSEL07, AMS078EN1001A, A0803CB1169, 1091A06T21, BB467, 240.000, 1154.950
P15MSEL06, AMS078EN1001A, A0803CB1169, 1091A06T21, BB452, 1020.463, 1935.413
P15MSEL09, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD35, 240.000, 770.169
P15MSEL08, AMS078EN1001A, A0803CB1169, 1091A06T21, BB514, 1285.584, 2200.534
P15MSEQ07, AMS078EN1001A, A0803CB1169, 1091A06T21, BB502, 240.000, 1154.950
P15MSEQ09, AMS078EN1001A, A0803CB1169, 1091A06T21, BBA05, 240.000, 750.432
P15MSEQ06, AMS078EN1001A, A0803CB1169, 1091A06T21, BBS04, 1166.950, 2093.900
P15MSEQ08, AMS078EN1001A, A0803CB1169, 1091A06T21, BBS09, 788.703, 1715.653
P15MSEQ05, AMS078EN1001A, A0803CB1169, 1091A06T21, BBC36, 240.000, 1107.550
P15MSF607, AMS078EN1001A, A0803CB1169, 1091A06T21, BB467, 1154.950, 2069.900
P15MSF609, AMS078EN1001A, A0803CB1169, 1091A06T21, BB555, 240.000, 720.349
P15MSF606, AMS078EN1001A, A0803CB1169, 1091A06T21, BB536, 240.000, 1154.950
P15MSF608, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD51, 1107.550, 1975.100
P15MSF509, AMS078EN1001A, A0803CB1169, 1091A06T21, BB463, 240.000, 778.550
P15MSF506, AMS078EN1001A, A0803CB1169, 1091A06T21, BBF60, 240.000, 1086.550
P15MSF508, AMS078EN1001A, A0803CB1169, 1091A06T21, BBA18, 251.000, 1200.150
P15MSF507, AMS078EN1001A, A0803CB1169, 1091A06T21, BB533, 244.000, 1158.950
P15MSEK08, AMS078EN1001A, A0803CB1169, 1091A06T21, BBC40, 971.911, 1839.461
P15MSEK05, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD38, 240.000, 1107.550
P15MSEK09, AMS078EN1001A, A0803CB1169, 1091A06T21, BBF70, 243.000, 678.738
P15MSEK04, AMS078EN1001A, A0803CB1169, 1091A06T21, BBL17, 987.550, 1855.100
P15MSEK07, AMS078EN1001A, A0803CB1169, 1091A06T21, BB502, 1154.950, 2069.900
P15MSEK06, AMS078EN1001A, A0803CB1169, 1091A06T21, BB593, 240.000, 1154.950
P15MSF707, AMS078EN1001A, A0803CB1169, 1091A06T21, BB519, 240.000, 1154.950
P15MSF705, AMS078EN1001A, A0803CB1169, 1091A06T21, BBA05, 1694.309, 2643.459
P15MSF708, AMS078EN1001A, A0803CB1169, 1091A06T21, BB469, 1041.618, 1956.568
P15MSF709, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD42, 248.000, 432.595
P15MSF706, AMS078EN1001A, A0803CB1169, 1091A06T21, BBA14, 240.000, 1189.150
P15MSE501, AMS078EN1001A, A0803CB1169, 1091A06T21, BB567, 1156.364, 2066.230
P15MSE607, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD02, 1119.911, 1982.641
P15MSE902, AMS078EN1001A, A0803CB1169, 1091A06T21, BBS07, 1152.950, 2059.558
P15MSEC06, AMS078EN1001A, A0803CB1169, 1091A06T21, BBC13, 1106.104, 1946.905
P15MSEL05, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD12, 1121.152, 1983.882
P15MSF703, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD06, 240.000, 1107.550
P15MSE407, AMS078EN1001A, A0803CB1169, 1091A06T21, BBS05, 240.000, 1156.650
P15MSE604, AMS078EN1001A, A0803CB1169, 1091A06T21, BB553, 170.000, 1079.867
P15MSEA05, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD04, 240.000, 1107.550
P15MSEC03, AMS078EN1001A, A0803CB1169, 1091A06T21, BB832, 273.000, 1177.150
P15MSEH07, AMS078EN1001A, A0803CB1169, 1091A06T21, BBF65, 265.000, 1105.201
P15MSEL02, AMS078EN1001A, A0803CB1169, 1091A06T21, BBC22, 174.000, 1031.911
P15MSEM09, AMS078EN1001A, A0803CB1169, 1091A06T21, BB507, 211.000, 542.415
P15MSF504, AMS078EN1001A, A0803CB1169, 1091A06T21, BB485, 258.000, 1172.950
P15MSBN09, AMS078EN1001A, A0803CB1169, 1091A06T21, BB514, 240.000, 811.335
P15MSE404, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD12, 263.000, 1121.152
P15MSE601, AMS078EN1001A, A0803CB1169, 1091A06T21, BBJ01, 507.344, 1428.283
P15MSEA02, AMS078EN1001A, A0803CB1169, 1091A06T21, BB832, 1177.150, 2071.254
P15MSEB09, AMS078EN1001A, A0803CB1169, 1091A06T21, BB514, 811.335, 1285.584
P15MSEF06, AMS078EN1001A, A0803CB1169, 1091A06T21, BB617, 158.000, 1067.867
P15MSEM06, AMS078EN1001A, A0803CB1169, 1091A06T21, BB624, 120.000, 1029.867
P15MSEQ02, AMS078EN1001A, A0803CB1169, 1091A06T21, BB602, 265.000, 1179.950
P15MSF501, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD81, 240.000, 1102.730
P15MSE905, AMS078EN1001A, A0803CB1169, 1091A06T21, BB477, 240.000, 1154.950
P15MSEK02, AMS078EN1001A, A0803CB1169, 1091A06T21, BBK44, 1102.730, 1965.461
P15MSBN05, AMS078EN1001A, A0803CB1169, 1091A06T21, BBK38, 114.000, 981.550
P15MSE802, AMS078EN1001A, A0803CB1169, 1091A06T21, BBF72, 261.000, 1098.144
P15MSEG09, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD04, 1107.550, 1631.454
P15MSF603, AMS078EN1001A, A0803CB1169, 1091A06T21, BB463, 778.550, 1688.416
P15MSE406, AMS078EN1001A, A0803CB1169, 1091A06T21, BBA16, 184.000, 1122.604
P15MSE603, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD41, 120.000, 968.512
P15MSEA04, AMS078EN1001A, A0803CB1169, 1091A06T21, BB512, 187.000, 1095.850
P15MSEL01, AMS078EN1001A, A0803CB1169, 1091A06T21, BBC44, 145.000, 1002.911
P15MSEM08, AMS078EN1001A, A0803CB1169, 1091A06T21, BB548, 120.000, 1029.867
P15MSEQ04, AMS078EN1001A, A0803CB1169, 1091A06T21, BB606, 240.000, 1154.950
P15MSF503, AMS078EN1001A, A0803CB1169, 1091A06T21, BBL17, 120.000, 987.550
P15MSEQ01, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD24, 158.000, 1025.550
P15MSEA01, AMS078EN1001A, A0803CB1169, 1091A06T21, BB605, 1147.950, 2052.734
P15MSE403, AMS078EN1001A, A0803CB1169, 1091A06T21, BBL03, 1105.947, 1973.497
P15MSE801, AMS078EN1001A, A0803CB1169, 1091A06T21, BB501, 1154.950, 2059.734
P15MSE907, AMS078EN1001A, A0803CB1169, 1091A06T21, BB524, 240.000, 1154.950
P15MSF602, AMS078EN1001A, A0803CB1169, 1091A06T21, BB611, 199.000, 1108.867
P15MSE606, AMS078EN1001A, A0803CB1169, 1091A06T21, BB524, 1154.950, 2064.817
P15MSE901, AMS078EN1001A, A0803CB1169, 1091A06T21, BB469, 147.000, 1041.618
P15MSEA07, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD36, 240.000, 1107.550
P15MSEC05, AMS078EN1001A, A0803CB1169, 1091A06T21, BB553, 1079.867, 1994.817
P15MSEH09, AMS078EN1001A, A0803CB1169, 1091A06T21, BB588, 120.000, 425.237
P15MSEL04, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD35, 770.169, 1632.900
P15MSF702, AMS078EN1001A, A0803CB1169, 1091A06T21, BBC20, 159.000, 1026.550
P15MSE904, AMS078EN1001A, A0803CB1169, 1091A06T21, BB614, 1154.950, 2051.092
P15MSEC08, AMS078EN1001A, A0803CB1169, 1091A06T21, BBJ01, 240.000, 507.344
P15MSEK01, AMS078EN1001A, A0803CB1169, 1091A06T21, BBF71, 240.000, 1081.847
P15MSE405, AMS078EN1001A, A0803CB1169, 1091A06T21, BBC40, 114.000, 971.911
P15MSE602, AMS078EN1001A, A0803CB1169, 1091A06T21, BB567, 262.000, 1156.364
P15MSEA03, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD02, 262.000, 1119.911
P15MSEF07, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD60, 196.000, 1058.730
P15MSEM07, AMS078EN1001A, A0803CB1169, 1091A06T21, BBK40, 114.000, 976.730
P15MSEQ03, AMS078EN1001A, A0803CB1169, 1091A06T21, BB503, 248.000, 1162.950
P15MSF502, AMS078EN1001A, A0803CB1169, 1091A06T21, BBC13, 240.000, 1106.104
P15MSF605, AMS078EN1001A, A0803CB1169, 1091A06T21, BB563, 240.000, 1149.867
P15MSE804, AMS078EN1001A, A0803CB1169, 1091A06T21, BBC53, 240.000, 1093.091
P15MSE402, AMS078EN1001A, A0803CB1169, 1091A06T21, BBF70, 1525.288, 2371.838
P15MSBN07, AMS078EN1001A, A0803CB1169, 1091A06T21, BBS07, 226.000, 1152.950
P15MSE408, AMS078EN1001A, A0803CB1169, 1091A06T21, BBS02, 240.000, 1202.998
P15MSE605, AMS078EN1001A, A0803CB1169, 1091A06T21, BBK36, 221.000, 1083.730
P15MSEA06, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD16, 240.000, 1107.550
P15MSEC04, AMS078EN1001A, A0803CB1169, 1091A06T21, BB605, 233.000, 1147.950
P15MSEH08, AMS078EN1001A, A0803CB1169, 1091A06T21, BBF62, 114.000, 960.550
P15MSEL03, AMS078EN1001A, A0803CB1169, 1091A06T21, BB588, 425.237, 1330.275
P15MSF505, AMS078EN1001A, A0803CB1169, 1091A06T21, BBF70, 678.738, 1525.288
P15MSF701, AMS078EN1001A, A0803CB1169, 1091A06T21, BB576, 266.000, 1180.950
P15MSE502, AMS078EN1001A, A0803CB1169, 1091A06T21, BBK44, 240.000, 1102.730
P15MSE903, AMS078EN1001A, A0803CB1169, 1091A06T21, BB452, 120.000, 1020.463
P15MSEC07, AMS078EN1001A, A0803CB1169, 1091A06T21, BB590, 114.000, 1008.364
P15MSEE06, AMS078EN1001A, A0803CB1169, 1091A06T21, BBF60, 1086.550, 1933.100
P15MSF704, AMS078EN1001A, A0803CB1169, 1091A06T21, BBD38, 1107.550, 1962.328
P15MSE803, AMS078EN1001A, A0803CB1169, 1091A06T21, BBL03, 249.000, 1105.947
P15MSF604, AMS078EN1001A, A0803CB1169, 1091A06T21, BBK36, 1083.730, 1946.461
P15MSE906, AMS078EN1001A, A0803CB1169, 1091A06T21, BBA10, 257.000, 1206.150
P15MSEE09, AMS078EN1001A, A0803CB1169, 1091A06T21, BB538, 120.000, 710.905
P15MSEK03, AMS078EN1001A, A0803CB1169, 1091A06T21, BB568, 240.000, 1149.867
P15MSF601, AMS078EN1001A, A0803CB1169, 1091A06T21, BBA05, 750.432, 1694.309
P15AWCF05, AAW016D53004A, A0803CB0934, 1091A08T41, BBU25, 5782.096, 6448.882
P15AWCK21, AAW016D53004A, A0803CB0934, 1091A08T41, BBB23, 1841.738, 2610.112
P15AWD902, AAW016D53004A, A0803CB0934, 1091A08T41, BB751, 2700.889, 3481.604
P15AWCK24, AAW016D53004A, A0803CB0934, 1091A08T41, BBU47, 2316.737, 2984.638
P15AWBN09, AAW016D53004A, A0803CB0934, 1091A08T41, BB771, 1870.513, 2671.362
P15AWBN25, AAW016D53004A, A0803CB0934, 1091A08T41, BBB23, 5838.841, 6638.392
P15AWCB13, AAW016D53004A, A0803CB0934, 1091A08T41, BBB23, 292.000, 1087.653
P15AWCF01, AAW016D53004A, A0803CB0934, 1091A08T41, BB771, 6601.566, 7390.074
P15AWCK06, AAW016D53004A, A0803CB0934, 1091A08T41, BBB23, 3422.653, 4231.946
P15AWCK22, AAW016D53004A, A0803CB0934, 1091A08T41, BBU28, 1677.650, 2350.011
P15AWBN06, AAW016D53004A, A0803CB0934, 1091A08T41, BB780, 5050.085, 5868.471
P15AWBN22, AAW016D53004A, A0803CB0934, 1091A08T41, BBU30, 2368.143, 3057.230
P15AWCB10, AAW016D53004A, A0803CB0934, 1091A08T41, BB763, 4237.698, 5048.291
P15AWCB26, AAW016D53004A, A0803CB0934, 1091A08T41, BB771, 3440.386, 4219.152
P15AWCK03, AAW016D53004A, A0803CB0934, 1091A08T41, BB751, 1882.503, 2700.889
P15AWCK19, AAW016D53004A, A0803CB0934, 1091A08T41, BBU37, 3045.769, 3724.820
P15AWBN03, AAW016D53004A, A0803CB0934, 1091A08T41, BBU37, 5101.320, 5803.787
P15AWBN19, AAW016D53004A, A0803CB0934, 1091A08T41, BBU37, 295.000, 975.723
P15AWCB07, AAW016D53004A, A0803CB0934, 1091A08T41, BBB23, 4231.946, 5049.683
P15AWCB23, AAW016D53004A, A0803CB0934, 1091A08T41, BBU30, 1672.367, 2368.143
P15AWCK16, AAW016D53004A, A0803CB0934, 1091A08T41, BBU37, 3724.820, 4411.676
P15AWCK09, AAW016D53004A, A0803CB0934, 1091A08T41, BBB23, 6638.392, 7447.036
P15AWCF04, AAW016D53004A, A0803CB0934, 1091A08T41, BBU25, 2342.241, 3021.849
P15AWCB16, AAW016D53004A, A0803CB0934, 1091A08T41, BBD23, 1213.616, 2153.276
P15AWBN12, AAW016D53004A, A0803CB0934, 1091A08T41, BBU37, 4411.676, 5101.320
P15AWBN15, AAW016D53004A, A0803CB0934, 1091A08T41, BBD23, 3070.978, 4024.268
P15AWCB03, AAW016D53004A, A0803CB0934, 1091A08T41, BB763, 3449.190, 4237.698
P15AWCB19, AAW016D53004A, A0803CB0934, 1091A08T41, BB771, 4219.152, 5014.805
P15AWCK12, AAW016D53004A, A0803CB0934, 1091A08T41, BBU47, 4352.775, 5055.241
P15AWCB09, AAW016D53004A, A0803CB0934, 1091A08T41, BBU47, 5055.241, 5742.655
P15AWCB25, AAW016D53004A, A0803CB0934, 1091A08T41, BBU47, 1640.474, 2316.737
P15AWCK02, AAW016D53004A, A0803CB0934, 1091A08T41, BBD23, 4951.056, 5877.087
P15AWCK18, AAW016D53004A, A0803CB0934, 1091A08T41, BBU28, 5057.852, 5745.265
P15AWBN21, AAW016D53004A, A0803CB0934, 1091A08T41, BBU25, 3715.396, 4406.712
P15AWBN18, AAW016D53004A, A0803CB0934, 1091A08T41, BBU30, 302.000, 992.201
P15AWCB06, AAW016D53004A, A0803CB0934, 1091A08T41, BB763, 1846.841, 2657.433
P15AWCB22, AAW016D53004A, A0803CB0934, 1091A08T41, BB771, 287.000, 1077.457
P15AWCK15, AAW016D53004A, A0803CB0934, 1091A08T41, BB751, 1081.653, 1882.503
P15AWBN14, AAW016D53004A, A0803CB0934, 1091A08T41, BBU25, 971.874, 1658.730
P15AWCB02, AAW016D53004A, A0803CB0934, 1091A08T41, BB780, 6664.774, 7453.283
P15AWCB18, AAW016D53004A, A0803CB0934, 1091A08T41, BBU47, 974.803, 1640.474
P15AWCK11, AAW016D53004A, A0803CB0934, 1091A08T41, BBU28, 6433.236, 7113.402
P15AWBN24, AAW016D53004A, A0803CB0934, 1091A08T41, BBU37, 975.723, 1664.810
P15AWCB12, AAW016D53004A, A0803CB0934, 1091A08T41, BBU30, 3746.873, 4434.287
P15AWCK05, AAW016D53004A, A0803CB0934, 1091A08T41, BB751, 3481.604, 4264.917
P15AWCK08, AAW016D53004A, A0803CB0934, 1091A08T41, BBU25, 3021.849, 3715.396
P15AWCF03, AAW016D53004A, A0803CB0934, 1091A08T41, BBU28, 7113.402, 7777.958
P15AWCB15, AAW016D53004A, A0803CB0934, 1091A08T41, BB780, 5868.471, 6664.774
P15AWBN27, AAW016D53004A, A0803CB0934, 1091A08T41, BB751, 4264.917, 5354.150
P15AWBN20, AAW016D53004A, A0803CB0934, 1091A08T41, BBU37, 5803.787, 6499.005
P15AWCB08, AAW016D53004A, A0803CB0934, 1091A08T41, BB771, 5014.805, 5806.562
P15AWCB24, AAW016D53004A, A0803CB0934, 1091A08T41, BBU30, 5111.665, 5797.964
P15AWCK01, AAW016D53004A, A0803CB0934, 1091A08T41, BBU47, 7129.190, 7801.551
P15AWCK17, AAW016D53004A, A0803CB0934, 1091A08T41, BBU37, 1664.810, 2348.878
P14AWDX14, AAW016D53004A, A0803CB0934, 1091A08T41, BB763, 1062.229, 1846.841
P15AWBN17, AAW016D53004A, A0803CB0934, 1091A08T41, BB771, 7390.074, 8195.471
P15AWCB05, AAW016D53004A, A0803CB0934, 1091A08T41, BB780, 2657.928, 3466.572
P15AWCB21, AAW016D53004A, A0803CB0934, 1091A08T41, BBB23, 1087.653, 1841.738
P15AWCK14, AAW016D53004A, A0803CB0934, 1091A08T41, BBU30, 7170.003, 7844.594
P15AWBN23, AAW016D53004A, A0803CB0934, 1091A08T41, BBB23, 7447.036, 8247.236
P15AWCB11, AAW016D53004A, A0803CB0934, 1091A08T41, BBU28, 3712.573, 4389.951
P15AWCB27, AAW016D53004A, A0803CB0934, 1091A08T41, BB763, 7422.910, 8875.871
P15AWCK04, AAW016D53004A, A0803CB0934, 1091A08T41, BBU25, 7136.296, 7827.612
P15AWCK20, AAW016D53004A, A0803CB0934, 1091A08T41, BBU37, 2348.878, 3045.769
P15AWCK23, AAW016D53004A, A0803CB0934, 1091A08T41, BB763, 5048.291, 5850.439
P15AWCK07, AAW016D53004A, A0803CB0934, 1091A08T41, BBU30, 7844.594, 8538.141
P15AWCF02, AAW016D53004A, A0803CB0934, 1091A08T41, BB780, 1075.715, 1869.420
P15AWCB14, AAW016D53004A, A0803CB0934, 1091A08T41, BBU30, 3057.230, 3746.873
P15AWBN26, AAW016D53004A, A0803CB0934, 1091A08T41, BBU25, 280.000, 971.874
P15AWBN16, AAW016D53004A, A0803CB0934, 1091A08T41, BBU28, 3020.141, 3712.573
P15AWCB04, AAW016D53004A, A0803CB0934, 1091A08T41, BBD23, 305.000, 1213.616
P15AWCB20, AAW016D53004A, A0803CB0934, 1091A08T41, BBU47, 5742.655, 6426.724
P15AWCK13, AAW016D53004A, A0803CB0934, 1091A08T41, BBU47, 3659.786, 4352.775
P15AWBN13, AAW016D53004A, A0803CB0934, 1091A08T41, BBU47, 6426.724, 7129.190
P15AWCB01, AAW016D53004A, A0803CB0934, 1091A08T41, BBD23, 6819.776, 7698.105
P15AWCB17, AAW016D53004A, A0803CB0934, 1091A08T41, BBU30, 4434.287, 5111.665
P15AWCK10, AAW016D53004A, A0803CB0934, 1091A08T41, BBU30, 5797.964, 6478.130
P15AWCF17, AAW016D53004A, A0803CB0934, 1091A08T41, BBB23, 5049.683, 5838.841
P15AWCV07, AAW016D53004A, A0803CB0934, 1091A08T41, BB763, 6633.103, 7422.910
P15AWCY07, AAW016D53004A, A0803CB0934, 1091A08T41, BBU28, 999.157, 1677.650
P15AWCY23, AAW016D53004A, A0803CB0934, 1091A08T41, BB763, 5850.439, 6633.103
P15AWD912, AAW016D53004A, A0803CB0934, 1091A08T41, BB751, 5354.150, 6142.009
P15AWDH11, AAW016D53004A, A0803CB0934, 1091A08T41, BBD23, 5877.087, 6819.776
